FinanceKey,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,Date
28991,12,7,Actual,28,8671.13,3 Mar 2030
28992,12,7,Actual,29,75919.19,3 Mar 2030
28993,12,7,Actual,31,36073.77,3 Mar 2030
28994,12,7,Actual,32,13141.43,3 Mar 2030
28995,12,7,Actual,33,10305.21,3 Mar 2030
28996,12,7,Actual,34,28275.75,3 Mar 2030
28997,12,7,Actual,35,68062.67,3 Mar 2030
28998,12,7,Actual,37,70379.73,3 Mar 2030
28999,12,7,Actual,38,12139.28,3 Mar 2030
29000,12,7,Actual,39,33470.53,3 Mar 2030
29001,12,7,Actual,40,12654.19,3 Mar 2030
29002,12,7,Actual,43,365175.62,3 Mar 2030
29003,12,7,Actual,46,168696.18,3 Mar 2030
29004,12,7,Actual,100,7671.11,3 Mar 2030
29005,13,1,Actual,60,22275.35,3 Mar 2030
29006,13,1,Actual,61,2285.5,3 Mar 2030
29007,13,1,Actual,62,1829.36,3 Mar 2030
29008,13,1,Actual,65,380.21,3 Mar 2030
29009,13,1,Actual,66,345.12,3 Mar 2030
29010,13,1,Actual,67,174.94,3 Mar 2030
29011,13,1,Actual,68,132.83,3 Mar 2030
29012,13,1,Actual,69,39.85,3 Mar 2030
29013,13,1,Actual,71,55.64,3 Mar 2030
29014,13,1,Actual,73,239.85,3 Mar 2030
29015,13,1,Actual,74,645.12,3 Mar 2030
29016,13,1,Actual,76,271.43,3 Mar 2030
29017,13,1,Actual,77,488.98,3 Mar 2030
29018,13,1,Actual,78,160.9,3 Mar 2030
29019,13,1,Actual,80,553.89,3 Mar 2030
29020,13,1,Actual,81,343.36,3 Mar 2030
29021,13,1,Actual,82,36.34,3 Mar 2030
29022,13,1,Actual,83,122.31,3 Mar 2030
29023,13,1,Actual,84,106.52,3 Mar 2030
29024,13,1,Actual,85,97.74,3 Mar 2030
29025,13,1,Actual,87,474.94,3 Mar 2030
29026,13,1,Actual,89,104.76,3 Mar 2030
29027,13,1,Actual,90,159.15,3 Mar 2030
29028,13,1,Actual,91,-125.06,3 Mar 2030
29029,13,1,Actual,92,213.54,3 Mar 2030
29030,13,1,Actual,96,3,3 Mar 2030
29031,13,2,Actual,12,182602.9,3 Mar 2030
29032,13,2,Actual,60,43579.26,3 Mar 2030
29033,13,2,Actual,61,4024.13,3 Mar 2030
29034,13,2,Actual,62,4471.51,3 Mar 2030
29035,13,2,Actual,65,885.48,3 Mar 2030
29036,13,2,Actual,66,804.78,3 Mar 2030
29037,13,2,Actual,67,401.26,3 Mar 2030
29038,13,2,Actual,68,295.99,3 Mar 2030
29039,13,2,Actual,69,88.97,3 Mar 2030
29040,13,2,Actual,71,138.1,3 Mar 2030
29041,13,2,Actual,73,520.56,3 Mar 2030
29042,13,2,Actual,74,767.93,3 Mar 2030
29043,13,2,Actual,76,569.68,3 Mar 2030
29044,13,2,Actual,77,1024.08,3 Mar 2030
29045,13,2,Actual,78,285.47,3 Mar 2030
29046,13,2,Actual,80,1073.2,3 Mar 2030
29047,13,2,Actual,81,664.42,3 Mar 2030
29048,13,2,Actual,82,67.92,3 Mar 2030
29049,13,2,Actual,83,232.84,3 Mar 2030
29050,13,2,Actual,84,201.26,3 Mar 2030
29051,13,2,Actual,85,185.47,3 Mar 2030
29052,13,2,Actual,87,948.64,3 Mar 2030
29053,13,2,Actual,89,195.99,3 Mar 2030
29054,13,2,Actual,90,301.26,3 Mar 2030
29055,13,2,Actual,91,-239.09,3 Mar 2030
29056,13,2,Actual,92,401.26,3 Mar 2030
29057,13,2,Actual,96,6,3 Mar 2030
29058,13,6,Actual,52,36519.48,3 Mar 2030
29059,13,6,Actual,53,24347.32,3 Mar 2030
29060,13,6,Actual,54,35940.52,3 Mar 2030
29061,13,6,Actual,56,231910.84,3 Mar 2030
29062,13,6,Actual,57,18261.24,3 Mar 2030
29063,13,6,Actual,60,29052.67,3 Mar 2030
29064,13,6,Actual,61,2385.51,3 Mar 2030
29065,13,6,Actual,62,1490.75,3 Mar 2030
29066,13,6,Actual,63,18261.24,3 Mar 2030
29067,13,6,Actual,65,310.03,3 Mar 2030
29068,13,6,Actual,66,281.96,3 Mar 2030
29069,13,6,Actual,67,155.64,3 Mar 2030
29070,13,6,Actual,68,113.53,3 Mar 2030
29071,13,6,Actual,69,32.83,3 Mar 2030
29072,13,6,Actual,71,46.87,3 Mar 2030
29073,13,6,Actual,72,2434.63,3 Mar 2030
29074,13,6,Actual,73,238.1,3 Mar 2030
29075,13,6,Actual,74,452.14,3 Mar 2030
29076,13,6,Actual,76,4803.1,3 Mar 2030
29077,13,6,Actual,77,581.96,3 Mar 2030
29078,13,6,Actual,78,195.99,3 Mar 2030
29079,13,6,Actual,80,715.3,3 Mar 2030
29080,13,6,Actual,81,443.37,3 Mar 2030
29081,13,6,Actual,82,45.11,3 Mar 2030
29082,13,6,Actual,83,155.64,3 Mar 2030
29083,13,6,Actual,84,132.83,3 Mar 2030
29084,13,6,Actual,85,124.06,3 Mar 2030
29085,13,6,Actual,87,632.84,3 Mar 2030
29086,13,6,Actual,89,129.32,3 Mar 2030
29087,13,6,Actual,90,197.75,3 Mar 2030
29088,13,6,Actual,91,-156.64,3 Mar 2030
29089,13,6,Actual,92,264.41,3 Mar 2030
29090,13,6,Actual,96,4,3 Mar 2030
29091,13,6,Actual,97,1235,3 Mar 2030
29092,13,6,Actual,99,12500,3 Mar 2030
29093,13,6,Actual,101,608674,3 Mar 2030
29094,13,7,Actual,4,691186.06,3 Mar 2030
29095,13,7,Actual,6,565829.34,3 Mar 2030
29096,13,7,Actual,7,18443.7,3 Mar 2030
29097,13,7,Actual,8,11317.25,3 Mar 2030
29098,13,7,Actual,13,89118.7,3 Mar 2030
29099,13,7,Actual,14,56016.33,3 Mar 2030
29100,13,7,Actual,15,117692.92,3 Mar 2030
29101,13,7,Actual,18,4332.91,3 Mar 2030
29102,13,7,Actual,19,13806.77,3 Mar 2030
29103,13,7,Actual,20,4332.91,3 Mar 2030
29104,13,7,Actual,21,63574.37,3 Mar 2030
29105,13,7,Actual,22,3717.11,3 Mar 2030
29106,13,7,Actual,23,1520.58,3 Mar 2030
29107,13,7,Actual,24,7231.21,3 Mar 2030
29108,13,7,Actual,28,7150.51,3 Mar 2030
29109,13,7,Actual,29,60190.09,3 Mar 2030
29110,13,7,Actual,31,56379.5,3 Mar 2030
29111,13,7,Actual,32,9431.25,3 Mar 2030
29112,13,7,Actual,33,8497.9,3 Mar 2030
29113,13,7,Actual,34,37230.02,3 Mar 2030
29114,13,7,Actual,35,56718.1,3 Mar 2030
29115,13,7,Actual,37,56956.7,3 Mar 2030
29116,13,7,Actual,38,9797.93,3 Mar 2030
29117,13,7,Actual,39,52393.46,3 Mar 2030
29118,13,7,Actual,40,10434.78,3 Mar 2030
29119,13,7,Actual,43,1454896.71,3 Mar 2030
29120,13,7,Actual,46,3907.89,3 Mar 2030
29121,13,7,Actual,100,6738.22,3 Mar 2030
29122,3,1,Actual,60,71760,2 Apr 2030
29123,3,1,Actual,61,6626,2 Apr 2030
29124,3,1,Actual,62,6626,2 Apr 2030
29125,3,1,Actual,65,1185,2 Apr 2030
29126,3,1,Actual,66,1078,2 Apr 2030
29127,3,1,Actual,67,540,2 Apr 2030
29128,3,1,Actual,68,405,2 Apr 2030
29129,3,1,Actual,69,119,2 Apr 2030
29130,3,1,Actual,71,176,2 Apr 2030
29131,3,1,Actual,73,722,2 Apr 2030
29132,3,1,Actual,74,377,2 Apr 2030
29133,3,1,Actual,76,795,2 Apr 2030
29134,3,1,Actual,77,1431,2 Apr 2030
29135,3,1,Actual,78,398,2 Apr 2030
29136,3,1,Actual,80,1733,2 Apr 2030
29137,3,1,Actual,81,1073,2 Apr 2030
29138,3,1,Actual,82,113,2 Apr 2030
29139,3,1,Actual,83,397,2 Apr 2030
29140,3,1,Actual,84,360,2 Apr 2030
29141,3,1,Actual,85,317,2 Apr 2030
29142,3,1,Actual,87,1350,2 Apr 2030
29143,3,1,Actual,89,468,2 Apr 2030
29144,3,1,Actual,90,720,2 Apr 2030
29145,3,1,Actual,91,-576,2 Apr 2030
29146,3,1,Actual,92,960,2 Apr 2030
29147,3,1,Actual,94,54,2 Apr 2030
29148,3,1,Actual,96,20,2 Apr 2030
29149,3,2,Actual,12,93119,2 Apr 2030
29150,3,6,Actual,52,17459,2 Apr 2030
29151,3,6,Actual,53,5819,2 Apr 2030
29152,3,6,Actual,54,442,2 Apr 2030
29153,3,6,Actual,56,89342,2 Apr 2030
29154,3,6,Actual,57,17459,2 Apr 2030
29155,3,6,Actual,60,48300,2 Apr 2030
29156,3,6,Actual,61,4956,2 Apr 2030
29157,3,6,Actual,62,3965,2 Apr 2030
29158,3,6,Actual,63,8729,2 Apr 2030
29159,3,6,Actual,65,704,2 Apr 2030
29160,3,6,Actual,66,640,2 Apr 2030
29161,3,6,Actual,67,326,2 Apr 2030
29162,3,6,Actual,68,242,2 Apr 2030
29163,3,6,Actual,69,70,2 Apr 2030
29164,3,6,Actual,71,109,2 Apr 2030
29165,3,6,Actual,72,218,2 Apr 2030
29166,3,6,Actual,73,450,2 Apr 2030
29167,3,6,Actual,74,311,2 Apr 2030
29168,3,6,Actual,76,2294,2 Apr 2030
29169,3,6,Actual,77,954,2 Apr 2030
29170,3,6,Actual,78,267,2 Apr 2030
29171,3,6,Actual,80,1025,2 Apr 2030
29172,3,6,Actual,81,635,2 Apr 2030
29173,3,6,Actual,82,62,2 Apr 2030
29174,3,6,Actual,83,217,2 Apr 2030
29175,3,6,Actual,84,182,2 Apr 2030
29176,3,6,Actual,85,173,2 Apr 2030
29177,3,6,Actual,87,945,2 Apr 2030
29178,3,6,Actual,89,237,2 Apr 2030
29179,3,6,Actual,90,365,2 Apr 2030
29180,3,6,Actual,91,-292,2 Apr 2030
29181,3,6,Actual,92,487,2 Apr 2030
29182,3,6,Actual,94,2019,2 Apr 2030
29183,3,6,Actual,96,14,2 Apr 2030
29184,3,6,Actual,97,944,2 Apr 2030
29185,3,6,Actual,99,52000,2 Apr 2030
29186,3,6,Actual,101,290998,2 Apr 2030
29187,3,7,Actual,4,416186,2 Apr 2030
29188,3,7,Actual,6,631568,2 Apr 2030
29189,3,7,Actual,7,21006,2 Apr 2030
29190,3,7,Actual,8,12631,2 Apr 2030
29191,3,7,Actual,13,87156,2 Apr 2030
29192,3,7,Actual,14,59999,2 Apr 2030
29193,3,7,Actual,15,130103,2 Apr 2030
29194,3,7,Actual,18,24696,2 Apr 2030
29195,3,7,Actual,19,78696,2 Apr 2030
29196,3,7,Actual,20,22720,2 Apr 2030
29197,3,7,Actual,21,108251,2 Apr 2030
29198,3,7,Actual,22,20974,2 Apr 2030
29199,3,7,Actual,23,8748,2 Apr 2030
29200,3,7,Actual,24,42113,2 Apr 2030
29201,3,7,Actual,28,40361,2 Apr 2030
29202,3,7,Actual,29,315666,2 Apr 2030
29203,3,7,Actual,31,108869,2 Apr 2030
29204,3,7,Actual,32,56614,2 Apr 2030
29205,3,7,Actual,33,49390,2 Apr 2030
29206,3,7,Actual,34,43767,2 Apr 2030
29207,3,7,Actual,35,174495,2 Apr 2030
29208,3,7,Actual,37,150432,2 Apr 2030
29209,3,7,Actual,38,55840,2 Apr 2030
29210,3,7,Actual,39,93887,2 Apr 2030
29211,3,7,Actual,40,58901,2 Apr 2030
29212,3,7,Actual,43,353338,2 Apr 2030
29213,3,7,Actual,46,219964,2 Apr 2030
29214,3,7,Actual,60,21114,2 Apr 2030
29215,3,7,Actual,61,1949,2 Apr 2030
29216,3,7,Actual,62,1083,2 Apr 2030
29217,3,7,Actual,65,207,2 Apr 2030
29218,3,7,Actual,66,188,2 Apr 2030
29219,3,7,Actual,67,99,2 Apr 2030
29220,3,7,Actual,68,77,2 Apr 2030
29221,3,7,Actual,69,21,2 Apr 2030
29222,3,7,Actual,71,29,2 Apr 2030
29223,3,7,Actual,73,158,2 Apr 2030
29224,3,7,Actual,74,209,2 Apr 2030
29225,3,7,Actual,76,207,2 Apr 2030
29226,3,7,Actual,77,372,2 Apr 2030
29227,3,7,Actual,78,119,2 Apr 2030
29228,3,7,Actual,80,449,2 Apr 2030
29229,3,7,Actual,81,278,2 Apr 2030
29230,3,7,Actual,82,27,2 Apr 2030
29231,3,7,Actual,83,96,2 Apr 2030
29232,3,7,Actual,84,82,2 Apr 2030
29233,3,7,Actual,85,77,2 Apr 2030
29234,3,7,Actual,87,405,2 Apr 2030
29235,3,7,Actual,89,107,2 Apr 2030
29236,3,7,Actual,90,163,2 Apr 2030
29237,3,7,Actual,91,-130,2 Apr 2030
29238,3,7,Actual,92,218,2 Apr 2030
29239,3,7,Actual,94,14,2 Apr 2030
29240,3,7,Actual,96,6,2 Apr 2030
29241,3,7,Actual,100,36442,2 Apr 2030
29242,4,1,Actual,60,81144,2 Apr 2030
29243,4,1,Actual,61,9158,2 Apr 2030
29244,4,1,Actual,62,7493,2 Apr 2030
29245,4,1,Actual,65,1458,2 Apr 2030
29246,4,1,Actual,66,1326,2 Apr 2030
29247,4,1,Actual,67,666,2 Apr 2030
29248,4,1,Actual,68,486,2 Apr 2030
29249,4,1,Actual,69,146,2 Apr 2030
29250,4,1,Actual,71,210,2 Apr 2030
29251,4,1,Actual,73,865,2 Apr 2030
29252,4,1,Actual,74,499,2 Apr 2030
29253,4,1,Actual,76,963,2 Apr 2030
29254,4,1,Actual,77,1733,2 Apr 2030
29255,4,1,Actual,78,459,2 Apr 2030
29256,4,1,Actual,80,1795,2 Apr 2030
29257,4,1,Actual,81,1111,2 Apr 2030
29258,4,1,Actual,82,110,2 Apr 2030
29259,4,1,Actual,83,385,2 Apr 2030
29260,4,1,Actual,84,327,2 Apr 2030
29261,4,1,Actual,85,308,2 Apr 2030
29262,4,1,Actual,87,1620,2 Apr 2030
29263,4,1,Actual,89,319,2 Apr 2030
29264,4,1,Actual,90,491,2 Apr 2030
29265,4,1,Actual,91,-393,2 Apr 2030
29266,4,1,Actual,92,655,2 Apr 2030
29267,4,1,Actual,94,389,2 Apr 2030
29268,4,1,Actual,96,18,2 Apr 2030
29269,4,2,Actual,12,127759,2 Apr 2030
29270,4,6,Actual,52,7902,2 Apr 2030
29271,4,6,Actual,53,7902,2 Apr 2030
29272,4,6,Actual,54,992,2 Apr 2030
29273,4,6,Actual,56,86562,2 Apr 2030
29274,4,6,Actual,57,11853,2 Apr 2030
29275,4,6,Actual,60,54142,2 Apr 2030
29276,4,6,Actual,61,6666,2 Apr 2030
29277,4,6,Actual,62,4444,2 Apr 2030
29278,4,6,Actual,63,11853,2 Apr 2030
29279,4,6,Actual,65,781,2 Apr 2030
29280,4,6,Actual,66,710,2 Apr 2030
29281,4,6,Actual,67,352,2 Apr 2030
29282,4,6,Actual,68,264,2 Apr 2030
29283,4,6,Actual,69,78,2 Apr 2030
29284,4,6,Actual,71,114,2 Apr 2030
29285,4,6,Actual,72,790,2 Apr 2030
29286,4,6,Actual,73,486,2 Apr 2030
29287,4,6,Actual,74,414,2 Apr 2030
29288,4,6,Actual,76,3785,2 Apr 2030
29289,4,6,Actual,77,1009,2 Apr 2030
29290,4,6,Actual,78,279,2 Apr 2030
29291,4,6,Actual,80,1062,2 Apr 2030
29292,4,6,Actual,81,657,2 Apr 2030
29293,4,6,Actual,82,63,2 Apr 2030
29294,4,6,Actual,83,222,2 Apr 2030
29295,4,6,Actual,84,184,2 Apr 2030
29296,4,6,Actual,85,178,2 Apr 2030
29297,4,6,Actual,87,990,2 Apr 2030
29298,4,6,Actual,89,180,2 Apr 2030
29299,4,6,Actual,90,277,2 Apr 2030
29300,4,6,Actual,91,-222,2 Apr 2030
29301,4,6,Actual,92,369,2 Apr 2030
29302,4,6,Actual,94,27110,2 Apr 2030
29303,4,6,Actual,96,11,2 Apr 2030
29304,4,6,Actual,97,834,2 Apr 2030
29305,4,6,Actual,99,63000,2 Apr 2030
29306,4,6,Actual,101,395131,2 Apr 2030
29307,4,7,Actual,4,636956,2 Apr 2030
29308,4,7,Actual,6,943993,2 Apr 2030
29309,4,7,Actual,7,30458,2 Apr 2030
29310,4,7,Actual,8,18879,2 Apr 2030
29311,4,7,Actual,13,137351,2 Apr 2030
29312,4,7,Actual,14,101007,2 Apr 2030
29313,4,7,Actual,15,205790,2 Apr 2030
29314,4,7,Actual,18,19756,2 Apr 2030
29315,4,7,Actual,19,62956,2 Apr 2030
29316,4,7,Actual,20,19360,2 Apr 2030
29317,4,7,Actual,21,75343,2 Apr 2030
29318,4,7,Actual,22,16948,2 Apr 2030
29319,4,7,Actual,23,6928,2 Apr 2030
29320,4,7,Actual,24,35124,2 Apr 2030
29321,4,7,Actual,28,34170,2 Apr 2030
29322,4,7,Actual,29,268998,2 Apr 2030
29323,4,7,Actual,31,65895,2 Apr 2030
29324,4,7,Actual,32,43918,2 Apr 2030
29325,4,7,Actual,33,37210,2 Apr 2030
29326,4,7,Actual,34,62775,2 Apr 2030
29327,4,7,Actual,35,141065,2 Apr 2030
29328,4,7,Actual,37,126958,2 Apr 2030
29329,4,7,Actual,38,47100,2 Apr 2030
29330,4,7,Actual,39,70964,2 Apr 2030
29331,4,7,Actual,40,49866,2 Apr 2030
29332,4,7,Actual,43,900043,2 Apr 2030
29333,4,7,Actual,46,558925,2 Apr 2030
29334,4,7,Actual,100,30721,2 Apr 2030
29335,5,1,Actual,60,54896,2 Apr 2030
29336,5,1,Actual,61,5069,2 Apr 2030
29337,5,1,Actual,62,3943,2 Apr 2030
29338,5,1,Actual,65,702,2 Apr 2030
29339,5,1,Actual,66,638,2 Apr 2030
29340,5,1,Actual,67,328,2 Apr 2030
29341,5,1,Actual,68,246,2 Apr 2030
29342,5,1,Actual,69,70,2 Apr 2030
29343,5,1,Actual,71,106,2 Apr 2030
29344,5,1,Actual,73,471,2 Apr 2030
29345,5,1,Actual,74,344,2 Apr 2030
29346,5,1,Actual,76,573,2 Apr 2030
29347,5,1,Actual,77,1031,2 Apr 2030
29348,5,1,Actual,78,315,2 Apr 2030
29349,5,1,Actual,80,1301,2 Apr 2030
29350,5,1,Actual,81,806,2 Apr 2030
29351,5,1,Actual,82,84,2 Apr 2030
29352,5,1,Actual,83,293,2 Apr 2030
29353,5,1,Actual,84,262,2 Apr 2030
29354,5,1,Actual,85,234,2 Apr 2030
29355,5,1,Actual,87,1053,2 Apr 2030
29356,5,1,Actual,89,284,2 Apr 2030
29357,5,1,Actual,90,436,2 Apr 2030
29358,5,1,Actual,91,-349,2 Apr 2030
29359,5,1,Actual,92,582,2 Apr 2030
29360,5,1,Actual,94,313,2 Apr 2030
29361,5,1,Actual,96,13,2 Apr 2030
29362,5,2,Actual,12,86424,2 Apr 2030
29363,5,6,Actual,52,13364,2 Apr 2030
29364,5,6,Actual,53,2672,2 Apr 2030
29365,5,6,Actual,54,344,2 Apr 2030
29366,5,6,Actual,56,62878,2 Apr 2030
29367,5,6,Actual,57,16037,2 Apr 2030
29368,5,6,Actual,60,49514,2 Apr 2030
29369,5,6,Actual,61,5081,2 Apr 2030
29370,5,6,Actual,62,2540,2 Apr 2030
29371,5,6,Actual,63,12028,2 Apr 2030
29372,5,6,Actual,65,480,2 Apr 2030
29373,5,6,Actual,66,437,2 Apr 2030
29374,5,6,Actual,67,234,2 Apr 2030
29375,5,6,Actual,68,176,2 Apr 2030
29376,5,6,Actual,69,48,2 Apr 2030
29377,5,6,Actual,71,76,2 Apr 2030
29378,5,6,Actual,72,962,2 Apr 2030
29379,5,6,Actual,73,380,2 Apr 2030
29380,5,6,Actual,74,269,2 Apr 2030
29381,5,6,Actual,76,2258,2 Apr 2030
29382,5,6,Actual,77,948,2 Apr 2030
29383,5,6,Actual,78,294,2 Apr 2030
29384,5,6,Actual,80,1118,2 Apr 2030
29385,5,6,Actual,81,691,2 Apr 2030
29386,5,6,Actual,82,66,2 Apr 2030
29387,5,6,Actual,83,231,2 Apr 2030
29388,5,6,Actual,84,189,2 Apr 2030
29389,5,6,Actual,85,185,2 Apr 2030
29390,5,6,Actual,87,1053,2 Apr 2030
29391,5,6,Actual,89,205,2 Apr 2030
29392,5,6,Actual,90,315,2 Apr 2030
29393,5,6,Actual,91,-252,2 Apr 2030
29394,5,6,Actual,92,421,2 Apr 2030
29395,5,6,Actual,94,20272,2 Apr 2030
29396,5,6,Actual,96,13,2 Apr 2030
29397,5,6,Actual,97,432,2 Apr 2030
29398,5,6,Actual,99,43000,2 Apr 2030
29399,5,6,Actual,101,267291,2 Apr 2030
29400,5,7,Actual,4,452820,2 Apr 2030
29401,5,7,Actual,6,809449,2 Apr 2030
29402,5,7,Actual,7,25145,2 Apr 2030
29403,5,7,Actual,8,16189,2 Apr 2030
29404,5,7,Actual,13,118989,2 Apr 2030
29405,5,7,Actual,14,84182,2 Apr 2030
29406,5,7,Actual,15,166746,2 Apr 2030
29407,5,7,Actual,18,14817,2 Apr 2030
29408,5,7,Actual,19,47217,2 Apr 2030
29409,5,7,Actual,20,15261,2 Apr 2030
29410,5,7,Actual,21,76696,2 Apr 2030
29411,5,7,Actual,22,12838,2 Apr 2030
29412,5,7,Actual,23,5248,2 Apr 2030
29413,5,7,Actual,24,25805,2 Apr 2030
29414,5,7,Actual,28,24216,2 Apr 2030
29415,5,7,Actual,29,212040,2 Apr 2030
29416,5,7,Actual,31,62325,2 Apr 2030
29417,5,7,Actual,32,34654,2 Apr 2030
29418,5,7,Actual,33,30785,2 Apr 2030
29419,5,7,Actual,34,54961,2 Apr 2030
29420,5,7,Actual,35,119024,2 Apr 2030
29421,5,7,Actual,37,107121,2 Apr 2030
29422,5,7,Actual,38,37510,2 Apr 2030
29423,5,7,Actual,39,62325,2 Apr 2030
29424,5,7,Actual,40,35340,2 Apr 2030
29425,5,7,Actual,43,634925,2 Apr 2030
29426,5,7,Actual,46,520029,2 Apr 2030
29427,5,7,Actual,100,22571,2 Apr 2030
29428,6,1,Actual,60,21642,2 Apr 2030
29429,6,1,Actual,61,1777,2 Apr 2030
29430,6,1,Actual,62,1332,2 Apr 2030
29431,6,1,Actual,65,260,2 Apr 2030
29432,6,1,Actual,66,237,2 Apr 2030
29433,6,1,Actual,67,125,2 Apr 2030
29434,6,1,Actual,68,90,2 Apr 2030
29435,6,1,Actual,69,26,2 Apr 2030
29436,6,1,Actual,71,39,2 Apr 2030
29437,6,1,Actual,73,182,2 Apr 2030
29438,6,1,Actual,74,134,2 Apr 2030
29439,6,1,Actual,76,237,2 Apr 2030
29440,6,1,Actual,77,428,2 Apr 2030
29441,6,1,Actual,78,130,2 Apr 2030
29442,6,1,Actual,80,515,2 Apr 2030
29443,6,1,Actual,81,319,2 Apr 2030
29444,6,1,Actual,82,32,2 Apr 2030
29445,6,1,Actual,83,112,2 Apr 2030
29446,6,1,Actual,84,96,2 Apr 2030
29447,6,1,Actual,85,90,2 Apr 2030
29448,6,1,Actual,87,451,2 Apr 2030
29449,6,1,Actual,89,243,2 Apr 2030
29450,6,1,Actual,90,374,2 Apr 2030
29451,6,1,Actual,91,-299,2 Apr 2030
29452,6,1,Actual,92,499,2 Apr 2030
29453,6,1,Actual,96,13,2 Apr 2030
29454,6,2,Actual,12,62969,2 Apr 2030
29455,6,2,Actual,60,7722,2 Apr 2030
29456,6,2,Actual,61,872,2 Apr 2030
29457,6,2,Actual,62,713,2 Apr 2030
29458,6,2,Actual,65,116,2 Apr 2030
29459,6,2,Actual,66,105,2 Apr 2030
29460,6,2,Actual,67,53,2 Apr 2030
29461,6,2,Actual,68,40,2 Apr 2030
29462,6,2,Actual,69,12,2 Apr 2030
29463,6,2,Actual,71,18,2 Apr 2030
29464,6,2,Actual,73,72,2 Apr 2030
29465,6,2,Actual,74,148,2 Apr 2030
29466,6,2,Actual,76,80,2 Apr 2030
29467,6,2,Actual,77,144,2 Apr 2030
29468,6,2,Actual,78,48,2 Apr 2030
29469,6,2,Actual,80,170,2 Apr 2030
29470,6,2,Actual,81,105,2 Apr 2030
29471,6,2,Actual,82,11,2 Apr 2030
29472,6,2,Actual,83,38,2 Apr 2030
29473,6,2,Actual,84,34,2 Apr 2030
29474,6,2,Actual,85,30,2 Apr 2030
29475,6,2,Actual,87,139,2 Apr 2030
29476,6,2,Actual,89,86,2 Apr 2030
29477,6,2,Actual,90,132,2 Apr 2030
29478,6,2,Actual,91,-106,2 Apr 2030
29479,6,2,Actual,92,176,2 Apr 2030
29480,6,2,Actual,96,4,2 Apr 2030
29481,6,3,Actual,10,1308707,2 Apr 2030
29482,6,3,Actual,11,835735,2 Apr 2030
29483,6,3,Actual,60,25786,2 Apr 2030
29484,6,3,Actual,61,2381,2 Apr 2030
29485,6,3,Actual,62,1852,2 Apr 2030
29486,6,3,Actual,65,357,2 Apr 2030
29487,6,3,Actual,66,325,2 Apr 2030
29488,6,3,Actual,67,167,2 Apr 2030
29489,6,3,Actual,68,123,2 Apr 2030
29490,6,3,Actual,69,36,2 Apr 2030
29491,6,3,Actual,71,56,2 Apr 2030
29492,6,3,Actual,73,240,2 Apr 2030
29493,6,3,Actual,74,149,2 Apr 2030
29494,6,3,Actual,76,299,2 Apr 2030
29495,6,3,Actual,77,538,2 Apr 2030
29496,6,3,Actual,78,163,2 Apr 2030
29497,6,3,Actual,80,679,2 Apr 2030
29498,6,3,Actual,81,421,2 Apr 2030
29499,6,3,Actual,82,44,2 Apr 2030
29500,6,3,Actual,83,153,2 Apr 2030
29501,6,3,Actual,84,136,2 Apr 2030
29502,6,3,Actual,85,122,2 Apr 2030
29503,6,3,Actual,87,554,2 Apr 2030
29504,6,3,Actual,89,343,2 Apr 2030
29505,6,3,Actual,90,528,2 Apr 2030
29506,6,3,Actual,91,-422,2 Apr 2030
29507,6,3,Actual,92,704,2 Apr 2030
29508,6,3,Actual,96,16,2 Apr 2030
29509,6,4,Actual,60,16825,2 Apr 2030
29510,6,4,Actual,61,1381,2 Apr 2030
29511,6,4,Actual,62,1208,2 Apr 2030
29512,6,4,Actual,65,223,2 Apr 2030
29513,6,4,Actual,66,203,2 Apr 2030
29514,6,4,Actual,67,104,2 Apr 2030
29515,6,4,Actual,68,77,2 Apr 2030
29516,6,4,Actual,69,22,2 Apr 2030
29517,6,4,Actual,71,35,2 Apr 2030
29518,6,4,Actual,73,151,2 Apr 2030
29519,6,4,Actual,74,136,2 Apr 2030
29520,6,4,Actual,76,187,2 Apr 2030
29521,6,4,Actual,77,336,2 Apr 2030
29522,6,4,Actual,78,102,2 Apr 2030
29523,6,4,Actual,80,400,2 Apr 2030
29524,6,4,Actual,81,248,2 Apr 2030
29525,6,4,Actual,82,25,2 Apr 2030
29526,6,4,Actual,83,88,2 Apr 2030
29527,6,4,Actual,84,76,2 Apr 2030
29528,6,4,Actual,85,70,2 Apr 2030
29529,6,4,Actual,87,347,2 Apr 2030
29530,6,4,Actual,89,193,2 Apr 2030
29531,6,4,Actual,90,297,2 Apr 2030
29532,6,4,Actual,91,-238,2 Apr 2030
29533,6,4,Actual,92,396,2 Apr 2030
29534,6,4,Actual,96,10,2 Apr 2030
29535,6,5,Actual,60,12769,2 Apr 2030
29536,6,5,Actual,61,1048,2 Apr 2030
29537,6,5,Actual,62,786,2 Apr 2030
29538,6,5,Actual,65,146,2 Apr 2030
29539,6,5,Actual,66,132,2 Apr 2030
29540,6,5,Actual,67,70,2 Apr 2030
29541,6,5,Actual,68,51,2 Apr 2030
29542,6,5,Actual,69,15,2 Apr 2030
29543,6,5,Actual,71,21,2 Apr 2030
29544,6,5,Actual,73,102,2 Apr 2030
29545,6,5,Actual,74,123,2 Apr 2030
29546,6,5,Actual,76,130,2 Apr 2030
29547,6,5,Actual,77,232,2 Apr 2030
29548,6,5,Actual,78,70,2 Apr 2030
29549,6,5,Actual,80,266,2 Apr 2030
29550,6,5,Actual,81,165,2 Apr 2030
